bottleID	site	date	time	dateTimeEST	dateTimeEST5Rounded	dateTimeEST30Rounded	salinityDensitometer	depthM	tempField	tempSTR	tempDIC	tempTA	dicCorrected	taCorrected	phSpec25	pumpSas	voltageSas	purpose	method	grahamCheck	deployment	notes	notFull	dicSuspect	midday	rDateTime	rDateTime30Rounded	precipitation	phInt	seafetDeployment	tempUsed	tempSource	phSpecField	phCalc	dicCalc	pco2	omegaArag	dicDiff	ta35Friss	dic35Friss
2997	smac	43541	0.345138889	1552810620	1552810500	1552811400	36.0146564	2	25.19	25.1557	25	24.55	2109.096791	2406.398794	7.999105726	a	10.6	monitor	SAS	y	7	NA	NA	n	NA	1552810620	1552811400	dry	7.547583	1	25.1557	STR	7.996089279	8.009901332	2117.305496	477.6883203	3.292032467	-8.208704895	2417.48789	2147.808714
2996	star	43541	0.345138889	1552810620	1552810500	1552811400	35.86398614	2	25.12	25.1823	25	24.75	2112.163858	2395.124668	NA	a	10.59	monitor	SAS	y	7	bottle not full	1	n	NA	1552810620	1552811400	dry	7.6619	1	25.1823	STR	NA	7.98865121	NA	NA	NA	NA	2404.878372	NA
2998	nmac	43541	0.345138889	1552810620	1552810500	1552811400	35.33059821	2	25	24.9455	25	24.65	2177.182912	2425.938888	7.919451504	a	10.49	monitor	SAS	y	7	NA	NA	n	NA	1552810620	1552811400	dry	7.849043	1	24.9455	STR	7.919569427	7.933568783	2184.738654	598.0817602	2.840623869	-7.555742047	2429.439082	2194.238736
2999	em	43541	0.352083333	1552811220	1552811100	1552811400	36.30809973	7	25.19	25.0458	25	24.6	2073.250235	2377.801468	8.02125794	a	10.68	monitor	SAS	y	7	NA	NA	n	NA	1552811220	1552811400	dry	8.0083	1	25.0458	STR	8.018173716	8.022563141	2075.89725	450.0680248	3.366422656	-2.647014873	2393.012338	2116.396161
3662	smac	43555	0.344444444	1554020160	1554020100	1554021000	35.94521862	2	24	24.0374	25	24.85	2104.516518	2372.95101	7.978188705	a	11.14	monitor	SAS	y	8	NA	NA	n	NA	1554020160	1554021000	dry	NA	NA	24.0374	STR	7.991897372	7.9825326	2099.224767	477.5244717	3.098622317	5.291750548	2384.180728	2128.170849
3661	star	43555	0.344444444	1554020160	1554020100	1554021000	35.85219402	2	24.06	23.9862	25	25.05	2123.460419	2392.137908	7.95274945	a	11.02	monitor	SAS	y	8	NA	NA	n	NA	1554020160	1554021000	dry	NA	NA	23.9862	STR	7.967170543	7.982160662	2131.840368	515.9852277	2.977472491	-8.379948997	2401.832646	2157.230146
3591	em	43581	0.417361111	1556272860	1556272800	1556272800	36.56744274	7	25	25.9197	NA	NA	NA	NA	8.064692987	NA	NA	monitor	hand	y	seafet	SeaFET deployment	NA	n	1	1556272860	1556272800	dry	NA	NA	25.9197	STR	8.048444402	NA	NA	NA	NA	NA	NA	NA
3592	smac	43581	0.465277778	1556277000	1556277000	1556276400	35.8272993	2	25.556	26.3704	NA	NA	NA	NA	8.06749931	NA	NA	monitor	hand	y	seafet	SeaFET deployment	NA	n	1	1556277000	1556276400	dry	NA	NA	26.3704	STR	8.046166222	NA	NA	NA	NA	NA	NA	NA
3593	nmac	43581	0.5	1556280000	1556280000	1556280000	35.61887123	2	26.111	26.7006	NA	NA	NA	NA	8.064117217	NA	NA	monitor	hand	y	seafet	SeaFET deployment	NA	n	1	1556280000	1556280000	dry	NA	NA	26.7006	STR	8.03783088	NA	NA	NA	NA	NA	NA	NA
3594	star	43581	0.552083333	1556284500	1556284500	1556285400	35.8272993	2	25.556	26.4015	NA	NA	NA	NA	8.075158783	NA	NA	monitor	hand	y	seafet	SeaFET deployment	NA	n	1	1556284500	1556285400	dry	NA	NA	26.4015	STR	8.053339342	NA	NA	NA	NA	NA	NA	NA
3715	em	43583	0.270138889	1556432940	1556433000	1556433000	35.21134474	7	26.38	25.8734	25	25	2082.503713	2381.412638	8.029615183	a	11.36	monitor	SAS	y	10	Did not take full smp	1	n	NA	1556432940	1556433000	dry	8.0006	2	25.8734	STR	8.014114906	8.013610387	2082.202134	459.1618918	3.404900434	0.301578425	2383.925074	2088.911355
3717	smac	43583	0.285416667	1556434260	1556434200	1556434800	36.19020414	2	26.38	26.2946	25	25.05	2057.808231	2382.070307	8.058347996	a	11.18	monitor	SAS	y	10	NA	NA	n	NA	1556434260	1556434800	dry	8.0032	2	26.2946	STR	8.038175762	8.038304146	2057.888753	417.9145844	3.651938384	-0.080522183	2395.814956	2095.449899
3716	star	43583	0.285416667	1556434260	1556434200	1556434800	36.4220581	2	26.12	26.2887	25	24.85	2066.972893	2393.247911	8.062201897	a	11.37	monitor	SAS	y	10	NA	NA	n	NA	1556434260	1556434800	dry	7.960757	2	26.2887	STR	8.042109555	8.037063581	2063.781011	414.4738673	3.701872176	3.191881755	2409.129087	2108.143398
3718	nmac	43583	0.285416667	1556434260	1556434200	1556434800	36.16400407	2	NA	26.3771	25	24.85	2075.332299	2383.11145	8.045160309	a	NA	monitor	SAS	y	10	Missing voltage and temp from Micro SD (Philippines)	NA	n	NA	1556434260	1556434800	dry	7.905852	2	26.3771	STR	8.023781157	8.010577311	2067.223134	435.5869751	3.57112331	8.10916527	2396.529764	2103.683612
3711	em	43591	0.40625	1557135900	1557135900	1557136800	36.58184958	7	25	26.4035	NA	NA	NA	NA	8.049987499	NA	NA	monitor	hand	y	hand11	NA	NA	n	NA	1557135900	1557136800	dry	8.0012	2	26.4035	STR	8.026499926	NA	NA	NA	NA	NA	NA	NA
3712	nmac	43591	0.435416667	1557138420	1557138300	1557138600	35.50487779	2	29.4	28.3446	NA	NA	NA	NA	8.043224243	NA	NA	monitor	hand	y	hand11	NA	NA	n	1	1557138420	1557138600	dry	7.69673	2	28.3446	STR	7.99243294	NA	NA	NA	NA	NA	NA	NA
3713	star	43591	0.453472222	1557139980	1557140100	1557140400	36.29893035	2	28.3	28.194	NA	NA	NA	NA	8.112161716	NA	NA	monitor	hand	y	hand11	NA	NA	n	1	1557139980	1557140400	dry	7.993369	2	28.194	STR	8.063224407	NA	NA	NA	NA	NA	NA	NA
3714	smac	43591	0.472222222	1557141600	1557141600	1557142200	36.6944809	2	29.4	28.252	NA	NA	NA	NA	8.110148277	NA	NA	monitor	hand	y	hand11	NA	NA	n	1	1557141600	1557142200	dry	8.0602	2	28.252	STR	8.060349631	NA	NA	NA	NA	NA	NA	NA
3816	nmac	43597	0.225694444	1557638700	1557638700	1557639000	35.58349472	2	28.88	29.0133	25	25	2038.076698	2334.345374	8.015785783	a	10.67	monitor	SAS	y	11	bottle not full	1	n	NA	1557638700	1557639000	dry	7.657923	2	29.0133	STR	7.955246523	7.966544603	2044.754954	516.301151	3.359442698	-6.678255908	2341.981134	2063.698551
3814	star	43597	0.225694444	1557638700	1557638700	1557639000	36.36835448	2	28.38	28.3373	25	24.95	2050.805653	2364.000774	8.044187058	a	10.85	monitor	SAS	y	11	NA	NA	n	NA	1557638700	1557639000	dry	7.928239	2	28.3373	STR	7.993498582	7.990549077	2048.984482	467.3071925	3.587384285	1.821170932	2380.405187	2092.291287
3813	em	43597	0.233333333	1557639360	1557639300	1557639000	36.38014322	7	27.25	27.2791	25	25	2069.774758	2378.331564	8.037022193	a	11.74	monitor	SAS	y	11	NA	NA	n	NA	1557639360	1557639000	dry	7.9649	2	27.2791	STR	8.00047167	7.994777973	2066.281839	470.1108569	3.516289068	3.492919263	2394.32828	2109.291385
3815	smac	43611	0.197916667	1558845900	1558845900	1558846800	36.30286009	2	27.25	27.3147	25	24.85	2079.313789	2332.318059	7.999055481	b	10.63	monitor	SAS	y	12	NA	NA	n	NA	1558845900	1558846800	wet	7.9149	2	27.3147	STR	7.963838488	7.907415703	2047.533959	502.6139234	3.240939717	31.7798299	2349.102525	2088.894392
3810	em	43614	0.497222222	1559130960	1559130900	1559131200	36.47445032	7	28.33	27.4632	NA	NA	NA	NA	8.079130026	NA	NA	monitor	hand	y	hand13	NA	NA	n	1	1559130960	1559131200	wet	8.021	2	27.4632	STR	8.039646021	NA	NA	NA	NA	NA	NA	NA
3809	star	43614	0.565972222	1559136900	1559136900	1559136600	35.45377497	2	29.44	28.5307	NA	NA	NA	NA	8.01725837	NA	NA	monitor	hand	y	hand13	NA	NA	n	1	1559136900	1559136600	wet	7.885714	2	28.5307	STR	7.963869207	NA	NA	NA	NA	NA	NA	NA
3812	nmac	43614	0.565972222	1559136900	1559136900	1559136600	34.81290351	2	29.44	29.0363	NA	NA	NA	NA	8.040787367	NA	NA	monitor	hand	y	hand13	NA	NA	n	1	1559136900	1559136600	wet	7.616349	2	29.0363	STR	7.979711118	NA	NA	NA	NA	NA	NA	NA
3811	smac	43614	0.600694444	1559139900	1559139900	1559140200	35.27949052	2	29.44	28.1407	NA	NA	NA	NA	8.015178504	NA	NA	monitor	hand	y	hand13	NA	NA	n	1	1559139900	1559140200	wet	7.9598	2	28.1407	STR	7.967596926	NA	NA	NA	NA	NA	NA	NA
3846	nmac	43625	0.171527778	1560053220	1560053100	1560052800	36.53731896	2	29.38	29.5984	25	24.7	2047.569089	2329.828764	8.021740412	a	10.76	monitor	SAS	y	13	NA	NA	n	NA	1560053220	1560052800	wet	7.57669	2	29.5984	STR	7.952478482	7.923260442	2030.304206	514.4242237	3.430912856	17.26488274	2349.611364	2079.519517
3847	smac	43625	0.171527778	1560053220	1560053100	1560052800	36.07623106	2	29.56	29.4066	25	24.65	2126.3593	2336.494399	7.998143834	a	10.74	monitor	SAS	y	13	NA	NA	n	NA	1560053220	1560052800	wet	7.904	2	29.4066	STR	7.931934169	7.796871784	2053.467182	548.9590941	3.282369289	72.89211784	2350.321762	2087.670706
3845	em	43639	0.145833333	1561260600	1561260600	1561260600	35.698793	7	28.12	28.8404	25	24.7	2086.83244	2382.592089	8.004072915	b	10.59	monitor	SAS	y	14	Not full sample	1	n	NA	1561260600	1561260600	wet	7.9621	2	28.8404	STR	7.944499268	7.957995336	2094.853439	552.1903648	3.338084832	-8.020998994	2390.762722	2116.486347
3842	smac	43642	0.541666667	1561554000	1561554000	1561554000	32.57368563	2	30	31.4809	25	24.65	2131.358578	2382.913739	7.977044958	NA	NA	monitor	hand	y	hand15	NA	NA	n	1	1561554000	1561554000	wet	7.8066	2	31.4809	STR	7.880577129	7.882361581	2132.333534	663.8236173	3.155045487	-0.974956913	2351.846257	2052.80632
3843	nmac	43642	0.625	1561561200	1561561200	1561561200	34.54023637	2	30.111	31.7886	25	24.65	2051.329878	2349.661342	8.053874209	NA	NA	monitor	hand	y	hand15	NA	NA	n	1	1561561200	1561561200	wet	7.692298	2	31.7886	STR	7.951826252	7.939477548	2043.86992	525.8314756	3.654641404	7.459958853	2343.666903	2028.480721
3844	star	43642	0.708333333	1561568400	1561568400	1561568400	35.64769604	2	30.111	31.7566	25	NA	2010.532987	NA	8.088709284	NA	NA	monitor	hand	y	hand15	NA	NA	n	NA	1561568400	1561568400	wet	7.895148	2	31.7566	STR	7.98669257	NA	NA	NA	NA	NA	NA	NA
3861	star	43653	0.120138889	1562467980	1562468100	1562468400	34.89685308	2	30.31	30.3162	25	24.55	2074.877651	2326.508991	7.975131527	a	10.3	monitor	SAS	y	15	NA	NA	n	NA	1562467980	1562468400	wet	7.754279	2	30.3162	STR	7.895763613	7.878460281	2065.35991	609.1694671	3.120293419	9.517740356	2325.109463	2062.00618
3860	smac	43653	0.120138889	1562467980	1562468100	1562468400	35.20872369	2	30.06	30.328	25	24.7	2091.106388	2364.763199	8.000497846	a	10.31	monitor	SAS	y	15	NA	NA	n	NA	1562467980	1562468400	wet	7.8014	2	30.328	STR	7.920668036	7.908521037	2084.090803	576.5778408	3.332889363	7.015585523	2367.343362	2090.706114
3862	nmac	43653	0.120138889	1562467980	1562468100	1562468400	33.27148984	2	30.5	30.5951	NA	NA	NA	NA	7.9248	a	10.25	monitor	SAS	y	15	Hole in bag	NA	n	NA	1562467980	1562468400	wet	7.620015	2	30.5951	STR	7.841994779	NA	NA	NA	NA	NA	NA	NA
3857	star	43667	0.086805556	1563674700	1563674700	1563674400	35.77978253	2	30.62	30.5748	25	24.7	2052.817957	2331.08583	7.998462804	b	10.25	monitor	SAS	y	16	NA	NA	n	NA	1563674700	1563674400	wet	7.837998	2	30.5748	STR	7.915020157	7.910849625	2050.40585	573.9824416	3.295248931	2.412106893	2341.305319	2075.460039
3856	nmac	43667	0.086805556	1563674700	1563674700	1563674400	35.52715293	2	30.75	30.8063	25	24.7	2084.557691	2320.840921	7.939243507	b	10.26	monitor	SAS	y	16	NA	NA	n	NA	1563674700	1563674400	wet	7.446698	2	30.8063	STR	7.853163343	7.835930368	2075.358314	679.2642299	2.944710205	9.199377111	2327.950697	2092.04578
3854	em	43672	0.34375	1564128900	1564128900	1564129800	36.23081349	7	30	NA	25	24.5	2019.331941	2354.835837	8.064234933	NA	NA	monitor	hand	y	hand17	NA	NA	n	NA	1564128900	1564129800	wet	7.9716	2	30	SAS	7.986941178	8.002655505	2029.318227	479.8883497	3.713331876	-9.986285331	2369.958711	2069.087991
3855	smac	43672	0.416666667	1564135200	1564135200	1564135200	33.78084518	2	30	NA	25	24.7	2134.884669	2373.369903	7.922703561	NA	NA	monitor	hand	y	hand17	NA	NA	n	1	1564135200	1564135200	wet	7.7795	2	30	SAS	7.848587746	7.865914413	2143.999846	714.7561776	2.849344755	-9.115176776	2357.972771	2105.888671
3858	nmac	43672	0.480555556	1564140720	1564140600	1564140600	33.27708042	2	30.556	NA	25	24.75	2142.137881	2351.736482	7.873544042	NA	NA	monitor	hand	y	hand17	NA	NA	n	1	1564140720	1564140600	wet	7.420734	2	30.556	SAS	7.792056667	7.810581821	2151.228925	827.6925406	2.568353989	-9.091043457	2328.527655	2096.928842
3859	star	43672	0.559027778	1564147500	1564147500	1564147800	33.84642965	2	30.556	NA	25	24.75	2134.536619	2381.895746	7.945719605	NA	NA	monitor	hand	y	hand17	NA	NA	n	1	1564147500	1564147800	wet	7.801548	2	30.556	SAS	7.863203365	7.872365807	2139.487571	688.6065591	3.000436831	-4.950952608	2367.645715	2103.342675
4010	nmac	43681	0.586805556	1564927500	1564927500	1564927200	35.66734905	2	30.44	30.5029	25	24.6	2030.624115	2364.675018	8.093876057	a	10.18	monitor	SAS	y	17	NA	NA	n	1	1564927500	1564927200	wet	7.50224	2	30.5029	STR	8.01047981	7.999908275	2023.823848	444.7490024	3.944898409	6.800267055	2372.820107	2045.83053
4009	star	43681	0.586805556	1564927500	1564927500	1564927200	35.64638583	2	30.44	30.2275	25	24.5	2035.050842	2344.622403	8.053579004	a	9.8	monitor	SAS	y	17	NA	NA	n	1	1564927500	1564927200	wet	7.878606	2	30.2275	STR	7.974681483	7.96825239	2031.104538	488.9989197	3.640214436	3.946304185	2352.879891	2052.300444
4011	smac	43681	0.586805556	1564927500	1564927500	1564927200	34.75653811	2	30.19	30.0022	25	24.6	2070.646915	2343.585637	8.005799647	a	10.06	monitor	SAS	y	17	NA	NA	n	1	1564927500	1564927200	wet	7.7858	2	30.0022	STR	7.930719594	7.92061366	2064.858108	557.9982912	3.310473588	5.788807149	2340.388555	2056.906689
4012	em	43681	0.594444444	1564928160	1564928100	1564929000	34.52581536	7	29.56	29.656	25	24.7	2083.463748	2361.833733	7.901	a	9.92	monitor	SAS	y	17	Sampled	NA	n	1	1564928160	1564929000	wet	7.9853	2	29.656	STR	7.830459931	7.93372202	2139.638012	754.8469685	2.720597843	-56.17426351	2355.815868	2125.074783
4007	smac	43695	0.55	1566133920	1566133800	1566133200	33.98808429	2	31.75	31.5711	25	24.45	2046.300219	2327.989507	8.022614535	b	10.02	monitor	SAS	y	18	NA	NA	n	1	1566133920	1566133200	wet	7.8617	2	31.5711	STR	7.924191678	7.924585752	2046.528137	566.2773111	3.400930202	-0.227917903	2313.936499	2012.18621
4008	em	43695	0.557638889	1566134580	1566134700	1566135000	34.78537643	7	30.56	30.5333	25	24.45	2104.565475	2350.322719	7.947787357	b	9.95	monitor	SAS	y	18	Sampled	NA	n	1	1566134580	1566135000	wet	7.9966	2	30.5333	STR	7.863893004	7.860863179	2102.92586	683.4663498	2.982075855	1.639615179	2347.548239	2096.156982
3949	em	43705	0.392361111	1566984300	1566984300	1566984600	35.51536024	7	29.444	29.8452	25	24.6	2048.093149	2382.424467	8.078613471	NA	NA	monitor	hand	y	hand19	SeaFET recovery	NA	n	NA	1566984300	1566984600	wet	7.9944	2	29.8452	STR	8.003497002	8.007560389	2050.691191	466.4966454	3.82602602	-2.59804169	2388.483869	2067.368709
3980	nmac	43705	0.440277778	1566988440	1566988500	1566988200	30.86386268	2	29.444	29.9787	25	24.5	2324.897416	2488.015198	7.775485562	NA	NA	monitor	hand	y	hand19	SeaFET recovery	NA	n	1	1566988440	1566988200	wet	NA	NA	29.9787	STR	7.703872256	7.734666686	2338.523605	1128.493256	2.160811084	-13.62618897	2446.205397	2223.075169
3981	star	43705	0.46875	1566990900	1566990900	1566991800	32.22583009	2	29.444	30.1494	25	24.65	2250.291584	2532.030912	7.867748108	NA	NA	monitor	hand	y	hand19	SeaFET recovery	NA	n	1	1566990900	1566991800	wet	NA	NA	30.1494	STR	7.792204602	7.938844969	2330.235343	900.7224544	2.692569843	-79.94375921	2508.962715	2255.361401
3982	smac	43705	0.489583333	1566992700	1566992700	1566993600	33.250839	2	29.444	30.206	25	24.55	2202.403224	2426.877511	7.908975813	NA	NA	monitor	hand	y	hand19	SeaFET recovery	NA	n	1	1566992700	1566993600	wet	NA	NA	30.206	STR	7.832039703	7.835839072	2204.3719	768.2154917	2.827706339	-1.968675379	2407.249395	2151.996865
4218	nmac	43709	0.536805556	1567342380	1567342500	1567342800	34.22546292	2	30.31	30.4382	25	24.65	2063.634721	2352.285892	8.023846556	a	10.28	monitor	SAS	y	19	NA	NA	n	1	1567342380	1567342800	wet	NA	NA	30.4382	STR	7.942133889	7.946653648	2066.283067	544.6220853	3.424553093	-2.648345186	2342.153927	2040.626561
4219	star	43709	0.536805556	1567342380	1567342500	1567342800	34.85755325	2	30.31	30.3674	25	24.6	2096.677216	2360.046338	7.994616481	a	9.87	monitor	SAS	y	19	bottle not full	1	n	1	1567342380	1567342800	wet	NA	NA	30.3674	STR	7.914272065	7.894741787	2085.598596	587.4616627	3.280517607	11.07862053	2358.24845	2081.044551
4216	em	43709	0.544444444	1567343040	1567343100	1567342800	35.3554963	7	30.31	30.2692	25	24.5	2050.378037	2357.449199	8.023108574	a	10.26	monitor	SAS	y	19	bottle not full	1	n	1	1567343040	1567342800	wet	NA	NA	30.2692	STR	7.942224403	7.963470892	2063.185941	549.1767823	3.439957924	-12.80790366	2361.899008	2074.616503
4221	star	43723	0.505555556	1568549280	1568549400	1568548800	34.1979233	2	29.5	29.6933	25	24.7	2092.472159	2373.046189	8.009989239	b	9.84	monitor	SAS	y	20	NA	NA	n	1	1568549280	1568548800	wet	NA	NA	29.6933	STR	7.939432011	7.941110371	2093.443687	554.8625716	3.351725761	-0.971528435	2363.032432	2067.490561
4220	nmac	43723	0.505555556	1568549280	1568549400	1568548800	33.12749947	2	29.5	29.6211	25	24.65	2143.403883	2383.351078	7.949806273	b	10.23	monitor	SAS	y	20	bottle not full	1	n	1	1568549280	1568548800	wet	NA	NA	29.6211	STR	7.880915796	7.88097644	2143.436151	661.4801008	2.977148854	-0.032267779	2359.800392	2083.71488
4217	em	43723	0.513194444	1568549940	1568550000	1568550600	35.09203002	7	29.88	29.81	25	24.6	2063.041615	2368.088984	8.058188921	b	10.13	monitor	SAS	y	20	bottle not full	1	n	1	1568549940	1568550600	wet	NA	NA	29.81	STR	7.983776765	7.968589501	2053.739074	492.3965573	3.654840705	9.302541796	2369.221685	2056.745181
4212	em	43748	0.4375	1570703400	1570703400	1570703400	35.90853344	7	26.667	28.4352	25	24.25	2050.9092	2377.940683	8.073539632	NA	NA	monitor	hand	y	hand22	NA	NA	n	1	1570703400	1570703400	wet	NA	NA	28.4352	STR	8.019520801	8.013009192	2046.781899	445.3095768	3.761128418	4.127300156	2388.619342	2075.959844
4213	nmac	43748	0.475694444	1570706700	1570706700	1570707000	33.0632023	2	27.778	28.2111	25	24.3	2164.349278	2414.920205	7.829587613	NA	NA	monitor	hand	y	hand22	NA	NA	n	1	1570706700	1570707000	wet	NA	NA	28.2111	STR	7.782414205	7.917947645	2232.731973	874.0728711	2.371087681	-68.38269449	2392.362751	2176.070719
4214	star	43748	0.493055556	1570708200	1570708200	1570708800	33.25608731	2	27.778	28.3183	25	24.3	2133.512409	2349.816192	7.902898883	NA	NA	monitor	hand	y	hand22	NA	NA	n	1	1570708200	1570708800	wet	NA	NA	28.3183	STR	7.853506762	7.856974276	2135.243393	702.0750276	2.66359279	-1.730983903	2326.209048	2079.408726
4215	smac	43748	0.5125	1570709880	1570710000	1570710600	34.32784293	2	27.778	28.5065	25	24.3	2113.732187	2369.706269	7.963820927	NA	NA	monitor	hand	y	hand22	NA	NA	n	1	1570709880	1570710600	wet	NA	NA	28.5065	STR	7.911179854	7.913914907	2115.23423	599.7299782	3.054596556	-1.502043287	2361.280893	2093.993951
4250	star	43751	0.460416667	1570964580	1570964700	1570964400	34.58874259	2	28.06	28.0484	25	25.5	2142.164642	2360.133606	7.979531174	a	10.01	monitor	SAS	y	22	Nate broke valve with gorilla hands	NA	n	1	1570964580	1570964400	wet	NA	NA	28.0484	STR	7.933542318	7.846663945	2095.989872	560.6432582	3.129282168	46.17476966	2354.903629	2082.863279
4252	nmac	43751	0.460416667	1570964580	1570964700	1570964400	34.18743191	2	28.31	27.9847	25	25.55	2145.487434	2385.413922	7.926848874	a	10.23	monitor	SAS	y	22	Valve broke off	NA	n	1	1570964580	1570964400	wet	NA	NA	27.9847	STR	7.882153309	7.891516725	2150.44261	654.8884507	2.855623475	-4.955176096	2375.560025	2125.496693
4278	em	43751	0.468055556	1570965240	1570965300	1570964400	35.70534427	7	28.62	28.5055	25	24.35	2060.844655	2357.942495	8.017906607	a	10.23	monitor	SAS	y	22	Good	NA	n	1	1570965240	1570964400	wet	NA	NA	28.5055	STR	7.963197545	7.968767409	2064.162287	518.7396614	3.376892003	-3.317632317	2366.675157	2086.60029
4275	star	43765	0.440972222	1572172500	1572172500	1572172200	34.75129473	2	28.75	28.6581	NA	NA	2086.879547	NA	NA	b	9.95	monitor	SAS	n	23	Good; Sample too small for TA analysis.	1	n	1	1572172500	1572172200	dry	NA	NA	28.6581	STR	NA	NA	NA	NA	NA	NA	NA	NA
4277	smac	43765	0.440972222	1572172500	1572172500	1572172200	34.79586298	2	28.75	28.5975	25	24.65	2111.29307	2370.171069	7.952630216	b	10.04	monitor	SAS	y	23	Good	NA	n	1	1572172500	1572172200	dry	NA	NA	28.5975	STR	7.898737975	7.912037008	2118.610466	618.2060901	3.010456879	-7.317395989	2367.64939	2112.266274
4276	nmac	43765	0.440972222	1572172500	1572172500	1572172200	34.25169076	2	28.88	28.6502	25	24.65	2126.221999	2374.007721	7.946996271	b	10.03	monitor	SAS	y	23	Good	NA	n	1	1572172500	1572172200	dry	NA	NA	28.6502	STR	7.892375799	7.897138934	2128.792342	632.9503076	2.967302286	-2.570342288	2364.700912	2105.389275
4273	em	43765	0.448611111	1572173160	1572173100	1572174000	35.55335863	7	28.81	28.8061	NA	NA	2100.343176	NA	8.014690945	b	10.3	monitor	SAS	n	23	Small sample	1	n	1	1572173160	1572174000	dry	NA	NA	28.8061	STR	7.9555449	NA	NA	NA	NA	NA	NA	NA
4268	smac	43779	0.371527778	1573376100	1573376100	1573376400	35.08286109	2	26.69	26.6621	NA	NA	2094.53993	2401.323728	7.9959	a	10.21	monitor	SAS	n	24	NA	NA	n	NA	1573376100	1573376400	dry	NA	NA	26.6621	STR	7.970404058	8.015169037	2121.133016	514.4181208	3.267766846	-26.59308544	2402.265349	2123.681157
