ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Category,KO,gene,annot
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_002238,serotonin receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_017866,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_006782,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_002235,serotonin receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_017865,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_004671,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_002233,serotonin receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_006330,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_015955,histamine-induced gastric acid secretion
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_003790,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_010420,Belongs to the G-protein coupled receptor 1 family
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_015226,norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_024295,NA
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_000669,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_006532,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_026320,octopamine receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_026001,adenylate cyclase-activating dopamine receptor signaling pathway
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_008444,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_021948,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_023883,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_003935,alpha1-adrenergic receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_026000,adenylate cyclase-activating dopamine receptor signaling pathway
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_015161,histamine-induced gastric acid secretion
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_006784,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K05051,Acropora_009008,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K05051,Acropora_014661,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K05051,Acropora_021949,NA
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K05051,Acropora_006949,NA
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K05051,Acropora_008852,NA
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K05051,Acropora_004175,NA
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K05051,Acropora_004174,NA
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K05051,Acropora_031282,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K05051,Acropora_014637,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K05051,Acropora_006814,NA
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K05051,Acropora_020323,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K05051,Acropora_003303,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K05051,Acropora_001201,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K04174,Acropora_006811,NA
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_013660,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_008471,neuropeptide Y receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_007457,galanin-activated signaling pathway
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_010497,Belongs to the G-protein coupled receptor 1 family
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_000016,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_34366,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_013119,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_021856,neuropeptide Y receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_022972,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_029094,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_024114,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_025822,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_028390,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_009074,Serpentine type 7TM GPCR chemoreceptor Srw
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_013121,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_009059,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_006469,DN3 thymocyte differentiation
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_001628,galanin-activated signaling pathway
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_008100,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,22/187,105/3556,1.142008330746501e-8,3.0948425763230176e-6,2.9572005196172555e-6,K04202/K04144/K05051/K04174/K08375/K04224/K04153/K26170/K04266/K04607/K04204/K05194/K04282/K08378/K04606/K05202/K04135/K04249/K04163/K05175/K05181/K04170,22,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_026016,neuropeptide receptor activity
