ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Category,KO,gene,annot
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_017866,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_006782,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_002235,serotonin receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_017865,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_004671,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_002233,serotonin receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_006330,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_015955,histamine-induced gastric acid secretion
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_003790,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_010420,Belongs to the G-protein coupled receptor 1 family
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_015226,norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_024295,NA
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_000669,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_006532,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_026320,octopamine receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_026001,adenylate cyclase-activating dopamine receptor signaling pathway
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_008444,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_021948,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_023883,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_003935,alpha1-adrenergic receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_026000,adenylate cyclase-activating dopamine receptor signaling pathway
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_015161,histamine-induced gastric acid secretion
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04144,Acropora_006784,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_005409,G-protein coupled GABA receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_009855,gamma-aminobutyric acid type B receptor subunit
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_005406,gamma-aminobutyric acid type B receptor subunit
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_010754,G-protein coupled GABA receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_008009,gamma-aminobutyric acid type B receptor subunit
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_021967,7 transmembrane sweet-taste receptor of 3 GCPR
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_014862,gamma-aminobutyric acid type B receptor subunit
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_004916,gamma-aminobutyric acid type B receptor subunit
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_029915,gamma-aminobutyric acid type B receptor subunit
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_009232,gamma-aminobutyric acid type B receptor subunit
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_029914,NA
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_006671,Gamma-aminobutyric acid type B receptor subunit 2
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_005831,gamma-aminobutyric acid type B receptor subunit
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_021922,gamma-aminobutyric acid type B receptor subunit
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_013269,Gamma-aminobutyric acid type B receptor subunit 2
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_005414,gamma-aminobutyric acid type B receptor subunit
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K04615,Acropora_015552,G-protein coupled GABA receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_013660,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_008471,neuropeptide Y receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_007457,galanin-activated signaling pathway
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_010497,Belongs to the G-protein coupled receptor 1 family
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_000016,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_34366,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_013119,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_021856,neuropeptide Y receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_022972,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_029094,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_024114,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_025822,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_028390,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_009074,Serpentine type 7TM GPCR chemoreceptor Srw
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_013121,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_009059,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_006469,DN3 thymocyte differentiation
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_001628,galanin-activated signaling pathway
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_008100,G-protein coupled receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_026016,neuropeptide receptor activity
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_014760,NA
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_007477,7 transmembrane receptor (rhodopsin family)
map04080,Neuroactive ligand-receptor interaction,18/144,105/3556,1.1708452174693061e-7,2.8217369741010278e-5,2.7977038354266577e-5,K04199/K04144/K04615/K08375/K04239/K08378/K04286/K04266/K04606/K05053/K04135/K04150/K04285/K04136/K04221/K04214/K04162/K04134,18,Environmental Information Processing; Signaling molecules and interaction,K08375,Acropora_007607,G-protein coupled receptor activity
