ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Category,KO,gene,annot
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K05870,Acropora_011026,chemotaxis to arachidonic acid
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_013872,Calcium-binding protein
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_023047,calcium ion binding
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_003949,calcium ion binding
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_007445,"Calmodulin mediates the control of a large number of enzymes, ion channels and other proteins by Ca(2 ). Among the enzymes to be stimulated by the calmodulin-Ca(2 ) complex are a number of protein kinases and phosphatases"
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_023555,Calcium-binding protein
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_023553,Calcium-binding protein
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_016031,Calmodulin
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_031401,Calmodulin
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_015791,EF-hand domain pair
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_016192,EF-hand domain
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_013611,calcium ion binding
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_026572,EF-hand domain pair
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_016034,negative regulation of ryanodine-sensitive calcium-release channel activity
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_031382,calcium ion binding
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_013612,calmodulin
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_028804,NA
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_016030,to Saccharomyces cerevisiae CMD1 (YBR109C)
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_013613,"Calmodulin (CaM) is a calcium-binding protein expressed in all eukaryotic cells. It can bind to and regulate a number of different protein targets, thereby affecting many different cellular functions"
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_028805,Calcium-binding protein
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_021956,"Calmodulin mediates the control of a large number of enzymes, ion channels and other proteins by Ca(2 ). Among the enzymes to be stimulated by the calmodulin-Ca(2 ) complex are a number of protein kinases and phosphatases"
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_013609,calcium ion binding
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_023048,Calcium-binding protein
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_031383,calcium ion binding
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_016190,Calcium-binding protein
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_023557,calcium ion binding
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_016032,calmodulin
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_031400,calcium ion binding
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K04079,Acropora_017735,unfolded protein binding
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K04079,Acropora_033695,Heat shock protein
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K04079,Acropora_033696,Heat shock protein
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K04079,Acropora_033697,NA
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K04079,Acropora_033694,Heat shock protein
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K09487,Acropora_029829,"heat shock protein 90kDa beta (Grp94), member 1"
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K04448,Acropora_026434,Transcription factor
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K04448,Acropora_024526,Transcription factor
map04915,Estrogen signaling pathway,10/210,34/3542,1.6181944341101122e-5,0.00461185413721382,0.004105103774953022,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K04448,Acropora_029910,cellular response to potassium ion starvation
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K04515,Acropora_004551,calmodulin-dependent protein kinase activity
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K04515,Acropora_008549,calmodulin-dependent protein kinase activity
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K04515,Acropora_017606,calmodulin-dependent protein kinase activity
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K04515,Acropora_004550,calmodulin-dependent protein kinase activity
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K04515,Acropora_008053,calmodulin-dependent protein kinase activity
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K04515,Acropora_015787,calmodulin-dependent protein kinase activity
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K09048,Acropora_007518,cAMP response element binding
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K09048,Acropora_007634,extracellular matrix constituent secretion
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K09048,Acropora_000581,cAMP response element binding
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K04630,Acropora_006595,guanine nucleotide-binding protein
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K04630,Acropora_008841,G-protein beta/gamma-subunit complex binding
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K08049,Acropora_008906,Belongs to the adenylyl cyclase class-4 guanylyl cyclase family
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K00182,Acropora_009207,Ligand for members of the frizzled family of seven transmembrane receptors
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K00182,Acropora_009206,Ligand for members of the frizzled family of seven transmembrane receptors
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K00182,Acropora_028018,frizzled binding
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K00444,Acropora_009948,frizzled binding
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K00444,Acropora_022069,Ligand for members of the frizzled family of seven transmembrane receptors
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K05870,Acropora_011026,chemotaxis to arachidonic acid
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_013872,Calcium-binding protein
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_023047,calcium ion binding
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_003949,calcium ion binding
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_007445,"Calmodulin mediates the control of a large number of enzymes, ion channels and other proteins by Ca(2 ). Among the enzymes to be stimulated by the calmodulin-Ca(2 ) complex are a number of protein kinases and phosphatases"
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_023555,Calcium-binding protein
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_023553,Calcium-binding protein
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_016031,Calmodulin
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_031401,Calmodulin
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_015791,EF-hand domain pair
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_016192,EF-hand domain
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_013611,calcium ion binding
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_026572,EF-hand domain pair
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_016034,negative regulation of ryanodine-sensitive calcium-release channel activity
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_031382,calcium ion binding
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_013612,calmodulin
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_028804,NA
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_016030,to Saccharomyces cerevisiae CMD1 (YBR109C)
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_013613,"Calmodulin (CaM) is a calcium-binding protein expressed in all eukaryotic cells. It can bind to and regulate a number of different protein targets, thereby affecting many different cellular functions"
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_028805,Calcium-binding protein
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_021956,"Calmodulin mediates the control of a large number of enzymes, ion channels and other proteins by Ca(2 ). Among the enzymes to be stimulated by the calmodulin-Ca(2 ) complex are a number of protein kinases and phosphatases"
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_013609,calcium ion binding
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_023048,Calcium-binding protein
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_031383,calcium ion binding
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_016190,Calcium-binding protein
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_023557,calcium ion binding
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_016032,calmodulin
map04916,Melanogenesis,8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K04515/K09048/K04630/K08049/K00182/K00444/K05870/K02183,8,Organismal Systems; Endocrine system,K02183,Acropora_031400,calcium ion binding
map04928,"Parathyroid hormone synthesis, secretion and action",8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K09048/K04630/K08049/K04362/K05870/K07763/K07995/K03068,8,Organismal Systems; Endocrine system,K09048,Acropora_007518,cAMP response element binding
map04928,"Parathyroid hormone synthesis, secretion and action",8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K09048/K04630/K08049/K04362/K05870/K07763/K07995/K03068,8,Organismal Systems; Endocrine system,K09048,Acropora_007634,extracellular matrix constituent secretion
map04928,"Parathyroid hormone synthesis, secretion and action",8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K09048/K04630/K08049/K04362/K05870/K07763/K07995/K03068,8,Organismal Systems; Endocrine system,K09048,Acropora_000581,cAMP response element binding
map04928,"Parathyroid hormone synthesis, secretion and action",8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K09048/K04630/K08049/K04362/K05870/K07763/K07995/K03068,8,Organismal Systems; Endocrine system,K04630,Acropora_006595,guanine nucleotide-binding protein
map04928,"Parathyroid hormone synthesis, secretion and action",8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K09048/K04630/K08049/K04362/K05870/K07763/K07995/K03068,8,Organismal Systems; Endocrine system,K04630,Acropora_008841,G-protein beta/gamma-subunit complex binding
map04928,"Parathyroid hormone synthesis, secretion and action",8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K09048/K04630/K08049/K04362/K05870/K07763/K07995/K03068,8,Organismal Systems; Endocrine system,K08049,Acropora_008906,Belongs to the adenylyl cyclase class-4 guanylyl cyclase family
map04928,"Parathyroid hormone synthesis, secretion and action",8/210,39/3542,0.001662792905542822,0.07898266301328404,0.07030405091856493,K09048/K04630/K08049/K04362/K05870/K07763/K07995/K03068,8,Organismal Systems; Endocrine system,K04362,Acropora_009816,tyrosine kinase
