gene,annot,baseMean,log2FoldChange,lfcSE,pvalue,padj
Symbiodinium23904,NA,1.9367106960794798,0.004099251656140892,0.16137826619667112,7.650032365481294e-8,1.3584323362832556e-5
Symbiodinium23972,Belongs to the SfsA family,0.6916823914569571,0.003983020994012188,0.16137036734836085,2.8040851827238746e-7,3.220951611507764e-5
Symbiodinium24168,NA,2.6283930875364367,0.004122226689760461,0.1613795925833975,5.147420412518968e-8,1.3398404765503502e-5
Symbiodinium24577,NA,306.08277058118745,4.01592014718024,0.6900827343359364,4.5926135758477053e-10,2.1030269465705654e-7
Symbiodinium2471,actin filament binding,14.989590291984554,0.03874228022372954,0.16786765290021471,2.8314655307705704e-4,0.027606302418908116
Symbiodinium24921,NA,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium24937,NA,1.2802890712193782,0.00684245746446059,0.16150797019106503,3.399041980381732e-10,1.6345359163964493e-7
Symbiodinium25111,NA,1.9543410793779077,0.006622535342050297,0.16149005209991385,1.578179120803459e-10,8.80158273058825e-8
Symbiodinium2518,NA,2.7667295658278284,0.004126264909167145,0.1613798040044654,4.837739103326507e-8,1.3398404765503502e-5
Symbiodinium25186,Belongs to the eukaryotic ribosomal protein eL19 family,14.738853255970806,0.014952827681675464,0.16226435485925986,3.5288989123586696e-4,0.03359795971189267
Symbiodinium25236,NA,4.242805112173962,0.006931836031309388,0.16151491913772528,2.2308647288722133e-8,8.11462744712339e-6
Symbiodinium25293,NA,42.72826458912569,0.00908970263661417,0.1616809974144069,4.8740669199245684e-4,0.04519183877519603
Symbiodinium25443,NA,2.490056609245045,0.004117708227756599,0.1613793531245943,5.5077066946447595e-8,1.3584323362832556e-5
Symbiodinium25520,NA,3.72762301626637,0.007058988117961773,0.1615287626701834,1.223286785836302e-11,2.3138061791831706e-8
Symbiodinium25553,Permease family,22.876804491112427,0.02717644649719125,0.16442872378882406,1.8773689668214662e-5,0.002072556899869986
Symbiodinium25594,Heterogeneous nuclear ribonucleoprotein,22.83240993326171,0.02818248782436304,0.16466153425702204,2.145612111148286e-4,0.021359756778069883
Symbiodinium25703,NA,1.7983742177880884,0.004093068915063122,0.16137789167510622,8.454776994580247e-8,1.3584323362832556e-5
Symbiodinium25904,NA,1.998275032645401,0.006724517214508573,0.16149940965508586,1.1197653945688649e-10,6.906518211893007e-8
Symbiodinium25924,NA,1.4966089803056792,0.00692905374417632,0.1615156660746047,1.6243607466945136e-10,8.862762135618604e-8
Symbiodinium26043,NA,2.294555267674627,0.006938626202821228,0.1615176772700165,3.681141275747338e-11,2.984038293585813e-8
Symbiodinium26067,NA,54.615974946810894,0.022398279363830677,0.16354915374179438,4.6301937900752474e-5,0.005033251272490993
Symbiodinium26260,Specifically methylates the adenine in position 2030 of 23S rRNA,1.9367106960794798,0.004099251656140892,0.16137826619667112,7.650032365481294e-8,1.3584323362832556e-5
Symbiodinium26386,NA,2.578208525737184,0.007115399787227965,0.1615328437794874,5.655387218183601e-11,4.114221696264234e-8
Symbiodinium26572,Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P),20.75981329647596,3.7922895284388427,1.721854625637607,8.919969833763262e-5,0.009514187373065086
Symbiodinium26699,NA,23.645768523137143,-0.07817783447136939,0.19073502624501687,2.3013322701560037e-4,0.022663958898325932
Symbiodinium26892,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium27076,NA,52.45134366988,0.05602796390817212,0.1752192226401879,5.646879545943819e-5,0.006091759181654678
Symbiodinium27288,NADPH-hemoprotein reductase activity,54.93193325200049,0.02204376651999994,0.16335485307790867,8.975725710061261e-6,0.001002595629314402
Symbiodinium27294,Belongs to the eukaryotic ribosomal protein eL42 family,1.4633251088568393,0.00632567250471929,0.16146542557347313,3.564188815023919e-10,1.6853860843309772e-7
Symbiodinium27379,NA,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium27876,unfolded protein binding,2.6283930875364367,0.004122226689760461,0.1613795925833975,5.147420412518968e-8,1.3398404765503502e-5
Symbiodinium28130,NA,15.428666938788524,0.005386848550539561,0.1614348370349172,1.683504017797783e-13,2.1056439534721843e-9
Symbiodinium28240,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium28345,NA,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium28631,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium2875,NA,2.213383652662263,0.004105577686301491,0.16137872694960262,6.48590845520813e-8,1.3584323362832556e-5
Symbiodinium29325,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium29542,NA,1.9367106960794798,0.004099251656140892,0.16137826619667112,7.650032365481294e-8,1.3584323362832556e-5
Symbiodinium29823,NA,1.5217012612053056,0.004078754006763168,0.16137698197906386,1.0430099630425265e-7,1.3629595859451186e-5
Symbiodinium29905,NA,352.2836924213852,-1.114275198670739,0.46338216573900864,4.8406550027887903e-4,0.04502920122594215
Symbiodinium29947,"Serine/threonine phosphatases, family 2C, catalytic domain",1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium30230,NA,3.5479368358800745,0.007161414269498902,0.1615372902554878,2.5496403166270493e-11,2.6791998171608384e-8
Symbiodinium30707,"ATPase, AAA family",3.5479368358800745,0.007161414269498902,0.1615372902554878,2.5496403166270493e-11,2.6791998171608384e-8
Symbiodinium30886,Centrosomal protein,28.0253462867751,4.423633845883874,1.488776904840509,7.215462747351712e-5,0.007725173927089161
Symbiodinium31124,NA,1.9398988802969344,0.006863040415218185,0.16151073653652107,5.014122225240265e-11,3.743701994066232e-8
Symbiodinium31202,NA,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium31258,NA,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium31545,NA,1.9367106960794798,0.004099251656140892,0.16137826619667112,7.650032365481294e-8,1.3584323362832556e-5
Symbiodinium32046,NA,2.9050660441192195,0.004130937299525452,0.16138003383993377,4.548720011631318e-8,1.3398404765503502e-5
Symbiodinium32055,NA,11.298391408412698,0.03228960056835429,0.16615381998007414,1.2543307435194226e-4,0.013109382012570968
Symbiodinium32291,NA,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium32418,Pterin 4 alpha carbinolamine dehydratase,1.9367106960794798,0.004099251656140892,0.16137826619667112,7.650032365481294e-8,1.3584323362832556e-5
Symbiodinium32485,NA,1.7983742177880884,0.004093068915063122,0.16137789167510622,8.454776994580247e-8,1.3584323362832556e-5
Symbiodinium32603,Phosphoribosyl-ATP,1.7983742177880884,0.004093068915063122,0.16137789167510622,8.454776994580247e-8,1.3584323362832556e-5
Symbiodinium32607,NA,2.490056609245045,0.004117708227756599,0.1613793531245943,5.5077066946447595e-8,1.3584323362832556e-5
Symbiodinium32647,NA,2.075047174370871,0.004106912885454825,0.16137867664066266,7.073084904497781e-8,1.3584323362832556e-5
Symbiodinium32776,Splicing factor 45,111.53094176098126,2.522680889514263,0.8649834152632975,3.3582575825139823e-6,3.8112193652434684e-4
Symbiodinium32822,NA,2.9050660441192195,0.004130937299525452,0.16138003383993377,4.548720011631318e-8,1.3398404765503502e-5
Symbiodinium32844,NA,3.735084913867568,0.004155398559044041,0.16138117466096058,3.303500378708587e-8,1.1026695617025887e-5
Symbiodinium32909,NA,235.50661925750967,-1.571335198267254,0.47823886676173394,2.268101992514631e-5,0.0024845787541167993
Symbiodinium32923,NA,1.2881966518114398,0.006862919797993452,0.16150975519873886,2.5673565897094677e-10,1.2558800200558105e-7
Symbiodinium32975,NA,2.213383652662263,0.004105577686301491,0.16137872694960262,6.48590845520813e-8,1.3584323362832556e-5
Symbiodinium33008,NA,2.075047174370871,0.004106912885454825,0.16137867664066266,7.073084904497781e-8,1.3584323362832556e-5
Symbiodinium33155,Aldo/keto reductase family,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium33413,NA,1.5217012612053056,0.004078754006763168,0.16137698197906386,1.0430099630425265e-7,1.3629595859451186e-5
Symbiodinium33500,NA,3.5747366178494855,0.00700286516396827,0.16152229755661532,3.4684988115980706e-8,1.1442819567751218e-5
Symbiodinium33538,NA,6.968503790305603,-0.00453571489724263,0.16139881467644035,1.9191083805849185e-12,7.778420424850759e-9
Symbiodinium34178,NA,10.28577795919235,0.0039260835369267525,0.1613723526719681,1.9876785080562704e-10,1.0443410116772686e-7
Symbiodinium34249,NA,2.213383652662263,0.004105577686301491,0.16137872694960262,6.48590845520813e-8,1.3584323362832556e-5
Symbiodinium34337,NA,3.169719379759908,0.007104767708009466,0.16153241493586246,2.3919983829692734e-11,2.6791998171608384e-8
Symbiodinium34454,Belongs to the protein kinase superfamily,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium34602,NA,25.78488099122528,-0.033055476562147225,0.16558163383565766,3.7587003751725015e-4,0.035547282348131405
Symbiodinium34620,EGF domain,0.8915832063142696,0.00667644406801199,0.16149241177437196,4.836677134174865e-10,2.144159432043895e-7
Symbiodinium34668,NA,2.351720130953654,0.004113904412001087,0.1613791315138046,6.003877558272552e-8,1.3584323362832556e-5
Symbiodinium34721,Extension to Ser/Thr-type protein kinases,87.79890364351037,-1.5684893721277424,0.5634774573925605,1.182077152510473e-4,0.012451624301373112
Symbiodinium34735,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium34894,NA,19.210202953197474,0.0028586804043123845,0.16133938535253511,1.7136297761504382e-8,6.4825472011920315e-6
Symbiodinium35098,NA,24.8825069748109,0.0028966644879784005,0.16134028797934216,1.2365273823630652e-8,4.8726048461673455e-6
Symbiodinium35146,NA,13.689160372160407,0.0049092535786155155,0.1614121791872107,1.638245501799768e-12,7.74671689617717e-9
Symbiodinium35152,Calcium-dependent protein kinase,2.490056609245045,0.004117708227756599,0.1613793531245943,5.5077066946447595e-8,1.3584323362832556e-5
Symbiodinium35159,NA,2.7667295658278284,0.004126264909167145,0.1613798040044654,4.837739103326507e-8,1.3398404765503502e-5
Symbiodinium35364,NA,2.6283930875364367,0.004122226689760461,0.1613795925833975,5.147420412518968e-8,1.3398404765503502e-5
Symbiodinium35415,NA,1.7983742177880884,0.004093068915063122,0.16137789167510622,8.454776994580247e-8,1.3584323362832556e-5
Symbiodinium35466,DNA repair protein rhp16,2.075047174370871,0.004106912885454825,0.16137867664066266,7.073084904497781e-8,1.3584323362832556e-5
Symbiodinium35477,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity,3.9263125420542426,0.007023932130694123,0.16152578520254732,2.2641532681928703e-11,2.6791998171608384e-8
Symbiodinium35748,NA,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium36276,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium36389,NA,14.82362117648309,0.005207394414597351,0.16142607945414383,3.710778150063768e-13,2.1056439534721843e-9
Symbiodinium36441,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium36449,NA,47.10069601195388,-0.13030422055853802,0.25541751575716953,6.63127412940807e-7,7.586391516111523e-5
Symbiodinium36491,NA,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium36625,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium36710,NA,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium36966,NA,1.7983742177880884,0.004093068915063122,0.16137789167510622,8.454776994580247e-8,1.3584323362832556e-5
Symbiodinium37102,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium37278,NA,1.5217012612053056,0.004078754006763168,0.16137698197906386,1.0430099630425265e-7,1.3629595859451186e-5
Symbiodinium37330,"Alpha amylase, C-terminal all-beta domain",1.7556515535900343,0.006778288611400472,0.16150322465894015,1.9862158147726963e-10,1.0443410116772686e-7
Symbiodinium38120,NA,1.5217012612053056,0.004078754006763168,0.16137698197906386,1.0430099630425265e-7,1.3629595859451186e-5
Symbiodinium38180,serine threonine-protein kinase,1.3065926411884439,0.00672109087804548,0.16149757523214256,1.2806678102459011e-10,7.415327982101369e-8
Symbiodinium38255,NA,2.213383652662263,0.004105577686301491,0.16137872694960262,6.48590845520813e-8,1.3584323362832556e-5
Symbiodinium38504,NA,1.2023056404244685,0.006744603382643982,0.1614993893663857,1.582125755181167e-10,8.80158273058825e-8
Symbiodinium38705,Orotidine 5'-phosphate decarboxylase / HUMPS family,2.075047174370871,0.004106912885454825,0.16137867664066266,7.073084904497781e-8,1.3584323362832556e-5
Symbiodinium38716,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium38752,NA,1.2729874670235768,0.0067212105855659066,0.16149542889608615,1.2056253740945645e-7,1.3961633924004483e-5
Symbiodinium38753,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium38854,Choline dehydrogenase,22.235431764724638,0.0028744304504969434,0.16133974069357915,1.4259007046178222e-8,5.466980377218494e-6
Symbiodinium38995,NA,61.5947147178923,-0.05153592155028741,0.17225438752361227,3.396384985188684e-4,0.032445196902280586
Symbiodinium39113,NA,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium39911,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium39964,Belongs to the class-I aminoacyl-tRNA synthetase family,74.46610677892087,0.037181170578734934,0.16711889569416777,3.1128567322151436e-4,0.03004012626068301
Symbiodinium40197,NA,3.27735281479534,0.0068093061816597855,0.161506779045149,2.1005620842646795e-11,2.6791998171608384e-8
Symbiodinium40384,voltage-gated potassium channel activity,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium40527,NA,2.351720130953654,0.004113904412001087,0.1613791315138046,6.003877558272552e-8,1.3584323362832556e-5
Symbiodinium40808,NA,3.0281947172510617,0.006981797758344559,0.16152186019056164,1.715764569381325e-11,2.6791998171608384e-8
Symbiodinium40843,NmrA-like family,1.7983742177880884,0.004093068915063122,0.16137789167510622,8.454776994580247e-8,1.3584323362832556e-5
Symbiodinium40910,NA,53.60914554522052,0.0402149012422561,0.1682602126739618,2.2951558695118103e-4,0.022663958898325932
Symbiodinium41097,NA,9.756362917175096,0.003712932123690971,0.1613648884721142,4.5956460837225096e-10,2.1030269465705654e-7
Symbiodinium41312,NA,1.7983742177880884,0.004093068915063122,0.16137789167510622,8.454776994580247e-8,1.3584323362832556e-5
Symbiodinium41456,DNA replication initiation,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium41487,NA,1.7983742177880884,0.004093068915063122,0.16137789167510622,8.454776994580247e-8,1.3584323362832556e-5
Symbiodinium41670,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium42223,NA,2.711541597696817,0.0069627911090591604,0.16151976494914533,2.798294770136056e-11,2.7047850466174926e-8
Symbiodinium42235,NA,2.5699228736194746,0.007021050398633137,0.1615250060990143,3.412243557426376e-11,2.8474168885676805e-8
Symbiodinium42330,Belongs to the ATG8 family,3.043402522410611,0.004131201137882379,0.16138008924048383,4.3517374934925584e-8,1.3398404765503502e-5
Symbiodinium42618,NA,1.6600377394966968,0.004086534549455493,0.16137747754654255,9.384348579991474e-8,1.3584323362832556e-5
Symbiodinium42643,NA,2.7667295658278284,0.004126264909167145,0.1613798040044654,4.837739103326507e-8,1.3398404765503502e-5
Symbiodinium42759,NA,2.6283930875364367,0.004122226689760461,0.1613795925833975,5.147420412518968e-8,1.3398404765503502e-5
Symbiodinium42910,NA,2.7667295658278284,0.004126264909167145,0.1613798040044654,4.837739103326507e-8,1.3398404765503502e-5
Symbiodinium42928,NA,9.605101476598737,0.0037335084785870077,0.16136567739107144,5.843647900226354e-10,2.550707357311109e-7
Symbiodinium42953,NA,2.075047174370871,0.004106912885454825,0.16137867664066266,7.073084904497781e-8,1.3584323362832556e-5
Symbiodinium43972,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family,2.3365123257941045,0.006967539797111644,0.16152029036797774,3.312770449872373e-11,2.8474168885676805e-8
Symbiodinium44179,NA,3.043402522410611,0.004131201137882379,0.16138008924048383,4.3517374934925584e-8,1.3398404765503502e-5
Symbiodinium44236,NA,31.28254670508793,-0.026479242983362815,0.16414654255079197,2.097192024902928e-5,0.0023062609352924755
Symbiodinium45060,3'5'-cyclic nucleotide phosphodiesterase,1.7032060866856145,0.006888906353600747,0.16151281123107347,2.41186670701406e-10,1.2005172317789984e-7
Symbiodinium45526,NA,2.213383652662263,0.004105577686301491,0.16137872694960262,6.48590845520813e-8,1.3584323362832556e-5
Symbiodinium45545,NA,26.767036880561037,-0.08457313930009426,0.1957100488079322,1.1849494435960596e-4,0.012451624301373112
Symbiodinium45547,potassium:proton antiporter activity,26.55521521707319,0.019253974394773426,0.1629853803692167,1.4033159876924737e-4,0.01447813861920395
Symbiodinium45701,NA,2.213383652662263,0.004105577686301491,0.16137872694960262,6.48590845520813e-8,1.3584323362832556e-5
Symbiodinium46048,otu domain-containing protein,27.453951464608988,0.0028863266806046306,0.1613399668870804,1.130832020090285e-8,4.518868461126981e-6
Symbiodinium46208,NA,4.565103783615917,0.0041538814009581,0.16138122725992332,2.5439538091450865e-8,9.136336388995493e-6
Symbiodinium46290,NA,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
Symbiodinium46325,ATP-grasp domain,32.137324427666215,-0.07080217856032517,0.18434256913757824,9.25977071041436e-5,0.009839633505463529
Symbiodinium46901,NA,1.3833647829139142,0.004069414221358665,0.16137638597081427,1.1721490870245627e-7,1.3629595859451186e-5
